State FIPS,Area Name,Occupation Code,Occupation Name,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings
15,Hawaii,27-4012,Broadcast Technicians,2014,90,2024,80,-10,-11.1,0
15,Hawaii,27-4014,Sound Engineering Technicians,2014,10,2024,10,0,0,0
15,Hawaii,27-4021,Photographers,2014,1170,2024,1200,30,2.5,30
15,Hawaii,27-4031,"Camera Operators, Television, Video, and Motion Picture",2014,190,2024,190,0,-0.5,0
15,Hawaii,27-4099,"Media and Communication Equipment Workers, All Other",2014,340,2024,330,-10,-2.1,10
15,Hawaii,29-1011,Chiropractors,2014,80,2024,90,10,7.2,0
15,Hawaii,29-1021,"Dentists, General",2014,580,2024,610,30,6.4,20
15,Hawaii,29-1031,Dietitians and Nutritionists,2014,330,2024,380,50,17.4,10
15,Hawaii,29-1041,Optometrists,2014,360,2024,420,60,15.8,20
15,Hawaii,29-1051,Pharmacists,2014,1190,2024,1240,50,4,30
15,Hawaii,29-1062,Family and General Practitioners,2014,1100,2024,1100,0,0,30
15,Hawaii,29-1063,"Internists, General",2014,190,2024,190,0,-0.5,10
15,Hawaii,29-1064,Obstetricians and Gynecologists,2014,110,2024,120,10,6.3,0
15,Hawaii,29-1065,"Pediatricians, General",2014,80,2024,80,0,0,0
15,Hawaii,29-1066,Psychiatrists,2014,160,2024,170,10,6.9,10
15,Hawaii,29-1069,"Physicians and Surgeons, All Other",2014,1070,2024,1130,60,5.8,40
15,Hawaii,29-1071,Physician Assistants,2014,150,2024,170,20,12.8,10
15,Hawaii,29-1081,Podiatrists,2014,20,2024,20,0,0,0
15,Hawaii,29-1122,Occupational Therapists,2014,430,2024,520,90,19.2,20
15,Hawaii,29-1123,Physical Therapists,2014,870,2024,1050,180,20.9,40
15,Hawaii,29-1125,Recreational Therapists,2014,50,2024,50,0,6.5,0
15,Hawaii,29-1126,Respiratory Therapists,2014,240,2024,260,20,7.4,10
15,Hawaii,29-1127,Speech-Language Pathologists,2014,510,2024,590,80,15.9,20
15,Hawaii,29-1131,Veterinarians,2014,210,2024,230,20,6.6,0
15,Hawaii,29-1141,Registered Nurses,2014,10900,2024,12350,1450,13.4,400
15,Hawaii,29-1171,Nurse Practitioners,2014,290,2024,360,70,26.2,20
15,Hawaii,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2014,200,2024,220,20,10,10
15,Hawaii,29-2011,Medical and Clinical Laboratory Technologists,2014,620,2024,680,60,9.7,20
15,Hawaii,29-2012,Medical and Clinical Laboratory Technicians,2014,710,2024,780,70,10.3,20
15,Hawaii,29-2021,Dental Hygienists,2014,1040,2024,1070,30,3.7,20
15,Hawaii,29-2031,Cardiovascular Technologists and Technicians,2014,180,2024,210,30,18.4,10
15,Hawaii,29-2032,Diagnostic Medical Sonographers,2014,190,2024,230,40,19.8,10
15,Hawaii,29-2033,Nuclear Medicine Technologists,2014,90,2024,80,-10,-3.5,0
15,Hawaii,29-2034,Radiologic Technologists,2014,700,2024,720,20,3.1,20
15,Hawaii,29-2035,Magnetic Resonance Imaging Technologists,2014,60,2024,60,0,5,0
15,Hawaii,29-2041,Emergency Medical Technicians and Paramedics,2014,700,2024,810,110,16.5,20
15,Hawaii,29-2051,Dietetic Technicians,2014,60,2024,70,10,9.4,0
15,Hawaii,29-2052,Pharmacy Technicians,2014,1550,2024,1700,150,9.7,30
15,Hawaii,29-2054,Respiratory Therapy Technicians,2014,150,2024,130,-20,-18.8,0
15,Hawaii,29-2055,Surgical Technologists,2014,360,2024,390,30,10.4,10
15,Hawaii,29-2056,Veterinary Technologists and Technicians,2014,370,2024,430,60,15.5,10
15,Hawaii,29-2057,Ophthalmic Medical Technicians,2014,310,2024,340,30,9.8,10
15,Hawaii,29-2061,Licensed Practical and Licensed Vocational Nurses,2014,1270,2024,1380,110,8.6,50
15,Hawaii,29-2071,Medical Records and Health Information Technicians,2014,620,2024,680,60,9.3,20
15,Hawaii,29-2081,"Opticians, Dispensing",2014,430,2024,500,70,17.9,20
15,Hawaii,29-2099,"Health Technologists and Technicians, All Other",2014,460,2024,540,80,17.7,10
15,Hawaii,29-9011,Occupational Health and Safety Specialists,2014,350,2024,360,10,1.7,10
15,Hawaii,29-9012,Occupational Health and Safety Technicians,2014,20,2024,20,0,5.6,0
15,Hawaii,29-9091,Athletic Trainers,2014,150,2024,170,20,14.1,10
15,Hawaii,29-9092,Genetic Counselors,2014,20,2024,20,0,25,0
15,Hawaii,29-9099,"Healthcare Practitioners and Technical Workers, All Other",2014,280,2024,310,30,9.9,10
15,Hawaii,31-1011,Home Health Aides,2014,2640,2024,3500,860,32.9,150
15,Hawaii,31-1013,Psychiatric Aides,2014,360,2024,360,0,0.3,10
15,Hawaii,31-1014,Nursing Assistants,2014,5230,2024,6130,900,17.2,210
15,Hawaii,31-1015,Orderlies,2014,70,2024,80,10,8.7,0
15,Hawaii,31-2021,Physical Therapist Assistants,2014,340,2024,440,100,28.7,20
15,Hawaii,31-2022,Physical Therapist Aides,2014,130,2024,160,30,21.5,10
15,Hawaii,31-9011,Massage Therapists,2014,2350,2024,2750,400,17,60
15,Hawaii,31-9091,Dental Assistants,2014,1700,2024,1760,60,3.7,50
15,Hawaii,31-9092,Medical Assistants,2014,2910,2024,3230,320,11.3,90
15,Hawaii,31-9093,Medical Equipment Preparers,2014,250,2024,280,30,10.3,10
15,Hawaii,31-9094,Medical Transcriptionists,2014,190,2024,190,0,2.1,0
15,Hawaii,31-9095,Pharmacy Aides,2014,70,2024,70,0,0,0
15,Hawaii,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2014,190,2024,200,10,5.9,10
15,Hawaii,31-9097,Phlebotomists,2014,640,2024,750,110,17.2,20
15,Hawaii,31-9099,"Healthcare Support Workers, All Other",2014,1070,2024,1140,70,6.2,30
15,Hawaii,33-1011,First-Line Supervisors of Correctional Officers,2014,60,2024,60,0,3.4,0
15,Hawaii,33-1012,First-Line Supervisors of Police and Detectives,2014,770,2024,800,30,3.9,30
15,Hawaii,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2014,510,2024,530,20,4.5,30
15,Hawaii,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2014,630,2024,640,10,2.4,20
15,Hawaii,33-2011,Firefighters,2014,2060,2024,2140,80,4.1,70
15,Hawaii,33-3011,Bailiffs,2014,50,2024,60,10,1.9,0
15,Hawaii,33-3012,Correctional Officers and Jailers,2014,1700,2024,1740,40,2.3,50
15,Hawaii,33-3021,Detectives and Criminal Investigators,2014,550,2024,560,10,1.6,10
15,Hawaii,33-3031,Fish and Game Wardens,2014,100,2024,110,10,2.9,0
15,Hawaii,33-3041,Parking Enforcement Workers,2014,40,2024,30,-10,-21.4,0
15,Hawaii,33-3051,Police and Sheriff's Patrol Officers,2014,3060,2024,3180,120,4,110
15,Hawaii,33-9021,Private Detectives and Investigators,2014,290,2024,300,10,3.8,10
15,Hawaii,33-9032,Security Guards,2014,9930,2024,10380,450,4.6,190
15,Hawaii,33-9091,Crossing Guards,2014,90,2024,100,10,6.5,0
15,Hawaii,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2014,860,2024,910,50,6.1,20
15,Hawaii,33-9093,Transportation Security Screeners,2014,1610,2024,1580,-30,-1.5,20
15,Hawaii,33-9099,"Protective Service Workers, All Other",2014,370,2024,400,30,6.7,10
15,Hawaii,35-1011,Chefs and Head Cooks,2014,1870,2024,1990,120,6.5,40
15,Hawaii,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2014,4550,2024,4930,380,8.5,170
15,Hawaii,35-2011,"Cooks, Fast Food",2014,1820,2024,1550,-270,-14.9,50
15,Hawaii,35-2012,"Cooks, Institution and Cafeteria",2014,1590,2024,1710,120,7.7,50
15,Hawaii,35-2014,"Cooks, Restaurant",2014,8940,2024,9990,1050,11.7,340
15,Hawaii,35-2015,"Cooks, Short Order",2014,1190,2024,1140,-50,-4.5,30
15,Hawaii,35-2019,"Cooks, All Other",2014,200,2024,210,10,3,10
15,Hawaii,35-2021,Food Preparation Workers,2014,8300,2024,8720,420,5.1,270
15,Hawaii,35-3011,Bartenders,2014,3970,2024,4300,330,8.3,180
15,Hawaii,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",2014,12680,2024,13880,1200,9.5,530
15,Hawaii,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2014,3790,2024,4010,220,6,250
15,Hawaii,35-3031,Waiters and Waitresses,2014,14520,2024,14750,230,1.6,720
15,Hawaii,35-3041,"Food Servers, Nonrestaurant",2014,1380,2024,1450,70,5.2,40
15,Hawaii,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2014,4600,2024,4820,220,4.7,250
15,Hawaii,35-9021,Dishwashers,2014,4470,2024,4330,-140,-3,190
15,Hawaii,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2014,3510,2024,3580,70,2.1,260
15,Hawaii,35-9099,"Food Preparation and Serving Related Workers, All Other",2014,320,2024,340,20,5.9,20
15,Hawaii,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2014,1800,2024,1900,100,5.3,40
15,Hawaii,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2014,1300,2024,1370,70,5.3,30
15,Hawaii,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2014,13890,2024,14600,710,5.1,350
15,Hawaii,37-2012,Maids and Housekeeping Cleaners,2014,14650,2024,15510,860,5.8,440
15,Hawaii,37-3011,Landscaping and Groundskeeping Workers,2014,12120,2024,12840,720,6,290
15,Hawaii,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2014,70,2024,70,0,4.3,0
15,Hawaii,37-3013,Tree Trimmers and Pruners,2014,160,2024,170,10,6.3,0
15,Hawaii,37-3019,"Grounds Maintenance Workers, All Other",2014,430,2024,460,30,7.5,10
15,Hawaii,39-1021,First-Line Supervisors of Personal Service Workers,2014,1050,2024,1140,90,9,30
15,Hawaii,39-2011,Animal Trainers,2014,130,2024,140,10,13.6,10
15,Hawaii,39-2021,Nonfarm Animal Caretakers,2014,830,2024,920,90,11.2,30
15,Hawaii,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2014,500,2024,550,50,10.2,40
15,Hawaii,39-3091,Amusement and Recreation Attendants,2014,1330,2024,1430,100,7.1,70
15,Hawaii,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2014,270,2024,270,0,1.5,10
15,Hawaii,39-4011,Embalmers,2014,40,2024,40,0,-5,0
15,Hawaii,39-4021,Funeral Attendants,2014,60,2024,60,0,0,0
15,Hawaii,39-4031,"Morticians, Undertakers, and Funeral Directors",2014,60,2024,60,0,5.1,0
15,Hawaii,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2014,1580,2024,1750,170,11.3,60
15,Hawaii,39-5094,Skincare Specialists,2014,430,2024,470,40,10.5,10
15,Hawaii,39-6011,Baggage Porters and Bellhops,2014,1200,2024,1270,70,5.4,30
15,Hawaii,39-6012,Concierges,2014,620,2024,660,40,6.1,20
15,Hawaii,39-7011,Tour Guides and Escorts,2014,1840,2024,1840,0,0.3,70
15,Hawaii,39-7012,Travel Guides,2014,90,2024,80,-10,-8.7,0
15,Hawaii,39-9011,Childcare Workers,2014,3440,2024,3630,190,5.3,120
15,Hawaii,39-9021,Personal Care Aides,2014,4340,2024,5210,870,20.3,120
15,Hawaii,39-9031,Fitness Trainers and Aerobics Instructors,2014,1040,2024,1130,90,8.8,30
15,Hawaii,39-9032,Recreation Workers,2014,1580,2024,1750,170,11,50
15,Hawaii,39-9041,Residential Advisors,2014,170,2024,200,30,19.4,10
15,Hawaii,39-9099,"Personal Care and Service Workers, All Other",2014,990,2024,1050,60,5.8,30
15,Hawaii,41-1011,First-Line Supervisors of Retail Sales Workers,2014,9100,2024,9490,390,4.3,240
15,Hawaii,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2014,2470,2024,2600,130,5,40
15,Hawaii,41-2011,Cashiers,2014,14400,2024,14600,200,1.4,630
15,Hawaii,41-2021,Counter and Rental Clerks,2014,2050,2024,2130,80,3.9,60
15,Hawaii,41-2022,Parts Salespersons,2014,600,2024,640,40,7.5,20
15,Hawaii,41-2031,Retail Salespersons,2014,26210,2024,28500,2290,8.7,1140
15,Hawaii,41-3011,Advertising Sales Agents,2014,410,2024,390,-20,-3.7,10
15,Hawaii,41-3021,Insurance Sales Agents,2014,1140,2024,1260,120,9.8,40
15,Hawaii,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2014,820,2024,870,50,6.6,20
15,Hawaii,41-3041,Travel Agents,2014,1100,2024,960,-140,-12.6,20
15,Hawaii,41-3099,"Sales Representatives, Services, All Other",2014,2930,2024,3120,190,6.3,80
15,Hawaii,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2014,800,2024,820,20,2.6,20
15,Hawaii,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2014,3610,2024,3830,220,6,100
15,Hawaii,41-9011,Demonstrators and Product Promoters,2014,400,2024,420,20,5.5,10
15,Hawaii,41-9021,Real Estate Brokers,2014,820,2024,830,10,1.3,10
15,Hawaii,41-9022,Real Estate Sales Agents,2014,670,2024,680,10,1.9,10
15,Hawaii,41-9031,Sales Engineers,2014,120,2024,130,10,5.9,0
15,Hawaii,41-9041,Telemarketers,2014,580,2024,540,-40,-6.1,10
15,Hawaii,41-9099,"Sales and Related Workers, All Other",2014,530,2024,580,50,9.8,10
15,Hawaii,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2014,6000,2024,6400,400,6.7,130
15,Hawaii,43-2011,"Switchboard Operators, Including Answering Service",2014,790,2024,500,-290,-37,10
15,Hawaii,43-3011,Bill and Account Collectors,2014,930,2024,890,-40,-5.2,20
15,Hawaii,43-3021,Billing and Posting Clerks,2014,1670,2024,1820,150,9,50
15,Hawaii,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2014,7970,2024,7290,-680,-8.5,80
15,Hawaii,43-3051,Payroll and Timekeeping Clerks,2014,900,2024,870,-30,-2.7,20
15,Hawaii,43-3061,Procurement Clerks,2014,360,2024,330,-30,-9.1,10
15,Hawaii,43-3071,Tellers,2014,2020,2024,1840,-180,-9.2,80
15,Hawaii,43-3099,"Financial Clerks, All Other",2014,170,2024,180,10,5.9,10
15,Hawaii,43-4011,Brokerage Clerks,2014,80,2024,80,0,5.1,0
15,Hawaii,43-4031,"Court, Municipal, and License Clerks",2014,940,2024,970,30,3.3,10
15,Hawaii,43-4051,Customer Service Representatives,2014,7230,2024,7870,640,8.9,240
15,Hawaii,43-4061,"Eligibility Interviewers, Government Programs",2014,840,2024,860,20,2.4,10
15,Hawaii,43-4071,File Clerks,2014,600,2024,550,-50,-8.2,10
15,Hawaii,43-4081,"Hotel, Motel, and Resort Desk Clerks",2014,2200,2024,2320,120,5.8,130
15,Hawaii,43-4111,"Interviewers, Except Eligibility and Loan",2014,450,2024,460,10,2.9,10
15,Hawaii,43-4121,"Library Assistants, Clerical",2014,330,2024,340,10,3.4,10
15,Hawaii,43-4131,Loan Interviewers and Clerks,2014,330,2024,350,20,5.5,10
15,Hawaii,43-4141,New Accounts Clerks,2014,400,2024,350,-50,-11.5,10
15,Hawaii,43-4151,Order Clerks,2014,530,2024,490,-40,-6.6,10
15,Hawaii,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2014,1000,2024,950,-50,-5.6,10
15,Hawaii,43-4171,Receptionists and Information Clerks,2014,3840,2024,3930,90,2.5,110
15,Hawaii,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,2014,3050,2024,3120,70,2.3,50
15,Hawaii,43-4199,"Information and Record Clerks, All Other",2014,1160,2024,1150,-10,-1,30
15,Hawaii,43-5011,Cargo and Freight Agents,2014,490,2024,520,30,5.9,20
15,Hawaii,43-5021,Couriers and Messengers,2014,420,2024,440,20,5.2,10
15,Hawaii,43-5031,"Police, Fire, and Ambulance Dispatchers",2014,240,2024,230,-10,-4.7,10
15,Hawaii,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",2014,930,2024,990,60,6.5,30
15,Hawaii,43-5041,"Meter Readers, Utilities",2014,180,2024,140,-40,-18.2,0
15,Hawaii,43-5051,Postal Service Clerks,2014,430,2024,410,-20,-6,10
15,Hawaii,43-5052,Postal Service Mail Carriers,2014,1010,2024,950,-60,-6,20
15,Hawaii,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2014,410,2024,340,-70,-15.5,10
15,Hawaii,43-5061,"Production, Planning, and Expediting Clerks",2014,670,2024,690,20,4.1,20
15,Hawaii,43-5071,"Shipping, Receiving, and Traffic Clerks",2014,1930,2024,1900,-30,-1.6,40
15,Hawaii,43-5081,Stock Clerks and Order Fillers,2014,7820,2024,8210,390,5,290
15,Hawaii,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2014,490,2024,450,-40,-8.8,10
15,Hawaii,43-6011,Executive Secretaries and Executive Administrative Assistants,2014,2820,2024,2630,-190,-6.7,30
15,Hawaii,43-6012,Legal Secretaries,2014,900,2024,840,-60,-6.8,10
15,Hawaii,43-6013,Medical Secretaries,2014,1180,2024,1310,130,10.6,20
15,Hawaii,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2014,9620,2024,9790,170,1.8,120
15,Hawaii,43-9011,Computer Operators,2014,340,2024,270,-70,-19.4,0
15,Hawaii,43-9021,Data Entry Keyers,2014,710,2024,670,-40,-5.1,10
15,Hawaii,43-9022,Word Processors and Typists,2014,990,2024,840,-150,-15.3,0
15,Hawaii,43-9031,Desktop Publishers,2014,80,2024,60,-20,-17.9,0
15,Hawaii,43-9041,Insurance Claims and Policy Processing Clerks,2014,580,2024,610,30,6.4,20
15,Hawaii,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",2014,200,2024,160,-40,-18.5,0
15,Hawaii,43-9061,"Office Clerks, General",2014,14160,2024,14470,310,2.1,340
15,Hawaii,43-9071,"Office Machine Operators, Except Computer",2014,140,2024,120,-20,-16.2,0
15,Hawaii,43-9199,"Office and Administrative Support Workers, All Other",2014,2070,2024,2180,110,5.1,70
15,Hawaii,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2014,350,2024,320,-30,-9.9,10
15,Hawaii,45-2011,Agricultural Inspectors,2014,110,2024,110,0,1.8,0
15,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2014,3720,2024,3510,-210,-5.8,100
15,Hawaii,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2014,630,2024,610,-20,-2.7,20
15,Hawaii,45-2099,"Agricultural Workers, All Other",2014,80,2024,80,0,-3.6,0
15,Hawaii,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2014,2620,2024,2910,290,11,50
15,Hawaii,47-2021,Brickmasons and Blockmasons,2014,360,2024,410,50,16.3,10
15,Hawaii,47-2022,Stonemasons,2014,130,2024,150,20,17.8,0
15,Hawaii,47-2031,Carpenters,2014,6850,2024,7490,640,9.5,140
15,Hawaii,47-2041,Carpet Installers,2014,460,2024,470,10,0.9,10
15,Hawaii,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2014,190,2024,210,20,12.2,10
15,Hawaii,47-2044,Tile and Marble Setters,2014,730,2024,770,40,6.8,20
15,Hawaii,47-2051,Cement Masons and Concrete Finishers,2014,710,2024,800,90,13.9,20
15,Hawaii,47-2061,Construction Laborers,2014,5640,2024,6500,860,15.2,200
15,Hawaii,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2014,380,2024,440,60,13.3,10
15,Hawaii,47-2073,Operating Engineers and Other Construction Equipment Operators,2014,1580,2024,1750,170,10.6,40
15,Hawaii,47-2081,Drywall and Ceiling Tile Installers,2014,1220,2024,1320,100,8.2,20
15,Hawaii,47-2082,Tapers,2014,230,2024,250,20,7.8,0
15,Hawaii,47-2111,Electricians,2014,3380,2024,3850,470,13.8,100
15,Hawaii,47-2121,Glaziers,2014,120,2024,130,10,4.1,0
15,Hawaii,47-2132,"Insulation Workers, Mechanical",2014,70,2024,80,10,8.5,0
15,Hawaii,47-2141,"Painters, Construction and Maintenance",2014,3160,2024,3370,210,6.7,70
15,Hawaii,47-2151,Pipelayers,2014,130,2024,140,10,7.5,0
15,Hawaii,47-2152,"Plumbers, Pipefitters, and Steamfitters",2014,2520,2024,2770,250,9.9,60
15,Hawaii,47-2161,Plasterers and Stucco Masons,2014,250,2024,280,30,10.3,0
15,Hawaii,47-2171,Reinforcing Iron and Rebar Workers,2014,500,2024,600,100,19.8,20
15,Hawaii,47-2181,Roofers,2014,890,2024,1000,110,12.4,30
15,Hawaii,47-2211,Sheet Metal Workers,2014,1050,2024,1120,70,6.9,30
15,Hawaii,47-2221,Structural Iron and Steel Workers,2014,140,2024,140,0,2.9,0
15,Hawaii,47-2231,Solar Photovoltaic Installers,2014,180,2024,220,40,22.6,10
15,Hawaii,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2014,110,2024,130,20,22.9,0
15,Hawaii,47-3012,Helpers--Carpenters,2014,400,2024,440,40,10.6,10
15,Hawaii,47-3013,Helpers--Electricians,2014,180,2024,210,30,17.6,10
15,Hawaii,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2014,90,2024,100,10,8.8,0
15,Hawaii,47-3019,"Helpers, Construction Trades, All Other",2014,100,2024,110,10,9,0
15,Hawaii,47-4011,Construction and Building Inspectors,2014,620,2024,660,40,6.1,20
15,Hawaii,47-4021,Elevator Installers and Repairers,2014,220,2024,250,30,13.8,10
15,Hawaii,47-4041,Hazardous Materials Removal Workers,2014,220,2024,230,10,5.4,10
15,Hawaii,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2014,70,2024,90,20,17.6,0
15,Hawaii,47-4099,"Construction and Related Workers, All Other",2014,50,2024,50,0,8.3,0
15,Hawaii,47-5012,"Rotary Drill Operators, Oil and Gas",2014,0,2024,0,0,0,0
15,Hawaii,47-5013,"Service Unit Operators, Oil, Gas, and Mining",2014,0,2024,0,0,0,0
15,Hawaii,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2014,2680,2024,2810,130,5,70
15,Hawaii,49-2011,"Computer, Automated Teller, and Office Machine Repairers",2014,280,2024,280,0,-2.1,10
15,Hawaii,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs",2014,60,2024,70,10,13.1,0
15,Hawaii,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2014,910,2024,930,20,2.1,10
15,Hawaii,49-2091,Avionics Technicians,2014,130,2024,140,10,6.9,0
15,Hawaii,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2014,330,2024,320,-10,-1.2,10
15,Hawaii,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2014,140,2024,130,-10,-4.3,0
15,Hawaii,49-2098,Security and Fire Alarm Systems Installers,2014,270,2024,310,40,12.5,10
15,Hawaii,49-3011,Aircraft Mechanics and Service Technicians,2014,1420,2024,1490,70,5.1,40
15,Hawaii,49-3021,Automotive Body and Related Repairers,2014,650,2024,680,30,4.9,20
15,Hawaii,49-3023,Automotive Service Technicians and Mechanics,2014,3210,2024,3310,100,3.2,100
15,Hawaii,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2014,1050,2024,1200,150,14.3,30
15,Hawaii,49-3041,Farm Equipment Mechanics and Service Technicians,2014,40,2024,50,10,9.5,0
15,Hawaii,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",2014,460,2024,480,20,5.5,10
15,Hawaii,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,2014,120,2024,130,10,4.1,0
15,Hawaii,49-3091,Bicycle Repairers,2014,80,2024,100,20,18.8,10
15,Hawaii,49-3093,Tire Repairers and Changers,2014,230,2024,230,0,0,10
15,Hawaii,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",2014,40,2024,40,0,0,0
15,Hawaii,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2014,870,2024,950,80,9.6,20
15,Hawaii,49-9031,Home Appliance Repairers,2014,140,2024,130,-10,-3.7,0
15,Hawaii,49-9041,Industrial Machinery Mechanics,2014,520,2024,630,110,21.5,30
15,Hawaii,49-9043,"Maintenance Workers, Machinery",2014,180,2024,210,30,12.5,10
15,Hawaii,49-9045,"Refractory Materials Repairers, Except Brickmasons",2014,0,2024,0,0,0,0
15,Hawaii,49-9051,Electrical Power-Line Installers and Repairers,2014,490,2024,580,90,19.2,30
15,Hawaii,49-9052,Telecommunications Line Installers and Repairers,2014,510,2024,510,0,-0.2,10
15,Hawaii,49-9062,Medical Equipment Repairers,2014,70,2024,70,0,13.8,0
15,Hawaii,49-9069,"Precision Instrument and Equipment Repairers, All Other",2014,190,2024,180,-10,-2.7,0
15,Hawaii,49-9071,"Maintenance and Repair Workers, General",2014,7370,2024,7880,510,6.9,240
15,Hawaii,49-9096,Riggers,2014,200,2024,190,-10,-1.5,10
15,Hawaii,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",2014,800,2024,860,60,7.9,30
15,Hawaii,49-9099,"Installation, Maintenance, and Repair Workers, All Other",2014,1380,2024,1390,10,0.9,20
15,Hawaii,51-1011,First-Line Supervisors of Production and Operating Workers,2014,1510,2024,1550,40,2.6,30
15,Hawaii,51-2041,Structural Metal Fabricators and Fitters,2014,100,2024,110,10,5.9,0
15,Hawaii,51-2092,Team Assemblers,2014,560,2024,580,20,4.7,20
15,Hawaii,51-2099,"Assemblers and Fabricators, All Other",2014,180,2024,200,20,12.8,10
15,Hawaii,51-3011,Bakers,2014,1600,2024,1700,100,5.9,40
15,Hawaii,51-3021,Butchers and Meat Cutters,2014,460,2024,510,50,10.1,10
15,Hawaii,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",2014,390,2024,410,20,5.7,10
15,Hawaii,51-3023,Slaughterers and Meat Packers,2014,40,2024,50,10,4.5,0
15,Hawaii,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2014,50,2024,70,20,24.5,0
15,Hawaii,51-3092,Food Batchmakers,2014,690,2024,710,20,3.9,20
15,Hawaii,51-3093,Food Cooking Machine Operators and Tenders,2014,260,2024,280,20,7,10
15,Hawaii,51-3099,"Food Processing Workers, All Other",2014,80,2024,90,10,10.1,0
15,Hawaii,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2014,30,2024,30,0,-5.9,0
15,Hawaii,51-4041,Machinists,2014,300,2024,330,30,10.1,10
15,Hawaii,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2014,220,2024,190,-30,-13.9,0
15,Hawaii,51-4121,"Welders, Cutters, Solderers, and Brazers",2014,560,2024,580,20,4.3,20
15,Hawaii,51-5111,Prepress Technicians and Workers,2014,50,2024,40,-10,-27.5,0
15,Hawaii,51-5112,Printing Press Operators,2014,240,2024,210,-30,-13.3,0
15,Hawaii,51-5113,Print Binding and Finishing Workers,2014,40,2024,30,-10,-11.1,0
15,Hawaii,51-6011,Laundry and Dry-Cleaning Workers,2014,2040,2024,2060,20,0.8,30
15,Hawaii,51-6021,"Pressers, Textile, Garment, and Related Materials",2014,310,2024,300,-10,-4.8,10
15,Hawaii,51-6031,Sewing Machine Operators,2014,360,2024,330,-30,-8.3,0
15,Hawaii,51-6051,"Sewers, Hand",2014,60,2024,60,0,-1.6,0
15,Hawaii,51-6052,"Tailors, Dressmakers, and Custom Sewers",2014,160,2024,160,0,-4.3,10
